Ensembl Gene ID	Description	Associated Gene Name
ENSG00000162039	meiosis specific with OB domains [Source:HGNC Symbol;Acc:HGNC:28569]	MEIOB
ENSG00000139194	retinol binding protein 5, cellular [Source:HGNC Symbol;Acc:HGNC:15847]	RBP5
ENSG00000255058	phosducin-like 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50341]	PDCL2P2
ENSG00000267690	LDLRAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48592]	LDLRAD4-AS1
ENSG00000100596	serine palmitoyltransferase, long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]	SPTLC2
ENSG00000197238	histone cluster 1, H4j [Source:HGNC Symbol;Acc:HGNC:4785]	HIST1H4J
ENSG00000122515	zinc finger, MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]	ZMIZ2
ENSG00000096872	intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424]	IFT74
ENSG00000168268	5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]	NT5DC2
ENSG00000170502	nudix (nucleoside diphosphate linked moiety X)-type motif 9 [Source:HGNC Symbol;Acc:HGNC:8056]	NUDT9
ENSG00000164054	shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376]	SHISA5
ENSG00000214360	EF-hand calcium binding domain 9 [Source:HGNC Symbol;Acc:HGNC:34530]	EFCAB9
ENSG00000237727	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	AIF1
ENSG00000122970	intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]	IFT81
ENSG00000116754	serine/arginine-rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]	SRSF11
ENSG00000211663	immunoglobulin lambda variable 3-19 [Source:HGNC Symbol;Acc:HGNC:5903]	IGLV3-19
ENSG00000198874	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25598]	TYW1
ENSG00000167588	glycerol-3-phosphate dehydrogenase 1 (soluble) [Source:HGNC Symbol;Acc:HGNC:4455]	GPD1
ENSG00000135437	retinol dehydrogenase 5 (11-cis/9-cis) [Source:HGNC Symbol;Acc:HGNC:9940]	RDH5
ENSG00000224312	mitochondrial coiled-coil domain 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33462]	MCCD1P2
ENSG00000072952	murine retrovirus integration site 1 homolog [Source:HGNC Symbol;Acc:HGNC:7237]	MRVI1
ENSG00000176393	arginyl aminopeptidase (aminopeptidase B) [Source:HGNC Symbol;Acc:HGNC:10078]	RNPEP
ENSG00000187855	achaete-scute family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24311]	ASCL4
ENSG00000185338	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]	SOCS1
ENSG00000227051	chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]	C14orf132
ENSG00000136891	testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988]	TEX10
ENSG00000151490	protein tyrosine phosphatase, receptor type, O [Source:HGNC Symbol;Acc:HGNC:9678]	PTPRO
ENSG00000253649	protease, serine, 51 [Source:HGNC Symbol;Acc:HGNC:37321]	PRSS51
ENSG00000064601	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]	CTSA
ENSG00000233610	long intergenic non-protein coding RNA 462 [Source:HGNC Symbol;Acc:HGNC:42811]	LINC00462
ENSG00000104964	amino-terminal enhancer of split [Source:HGNC Symbol;Acc:HGNC:307]	AES
ENSG00000104812	glycogen synthase 1 (muscle) [Source:HGNC Symbol;Acc:HGNC:4706]	GYS1
ENSG00000128573	forkhead box P2 [Source:HGNC Symbol;Acc:HGNC:13875]	FOXP2
ENSG00000167081	pre-B-cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]	PBX3
ENSG00000167346	matrix metallopeptidase 26 [Source:HGNC Symbol;Acc:HGNC:14249]	MMP26
ENSG00000239281	ribosomal protein S29 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31083]	RPS29P2
ENSG00000095066	hook microtubule-tethering protein 2 [Source:HGNC Symbol;Acc:HGNC:19885]	HOOK2
ENSG00000198711	SSBP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32328]	SSBP3-AS1
ENSG00000179046	tripartite motif family-like 2 [Source:HGNC Symbol;Acc:HGNC:26378]	TRIML2
ENSG00000212789	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:18556]	ST13P5
ENSG00000187630	dehydrogenase/reductase (SDR family) member 4 like 2 [Source:HGNC Symbol;Acc:HGNC:19731]	DHRS4L2
ENSG00000233046	olfactory receptor, family 5, subfamily V, member 1 [Source:HGNC Symbol;Acc:HGNC:13972]	OR5V1
ENSG00000233072	ribosomal protein S15a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35657]	RPS15AP6
ENSG00000248448	cytochrome c oxidase subunit Vb pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2270]	COX5BP1
ENSG00000175643	RecQ mediated genome instability 2 [Source:HGNC Symbol;Acc:HGNC:28349]	RMI2
ENSG00000162728	potassium inwardly-rectifying channel, subfamily J, member 9 [Source:HGNC Symbol;Acc:HGNC:6270]	KCNJ9
ENSG00000232927	ubiquitin specific peptidase 12 pseudogene, Y-linked [Source:HGNC Symbol;Acc:HGNC:23195]	USP12PY
ENSG00000186594	MIR22 host gene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:28219]	MIR22HG
ENSG00000173482	protein tyrosine phosphatase, receptor type, M [Source:HGNC Symbol;Acc:HGNC:9675]	PTPRM
ENSG00000232742	ras homolog family member Q pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37836]	RHOQP2
ENSG00000182901	regulator of G-protein signaling 7 [Source:HGNC Symbol;Acc:HGNC:10003]	RGS7
ENSG00000262612	taste receptor, type 2, member 43 [Source:HGNC Symbol;Acc:HGNC:18875]	TAS2R43
ENSG00000144283	plakophilin 4 [Source:HGNC Symbol;Acc:HGNC:9026]	PKP4
ENSG00000182575	neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]	NXPH3
ENSG00000240631	ribosomal protein L30 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36909]	RPL30P12
ENSG00000188517	collagen, type XXV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:18603]	COL25A1
ENSG00000124302	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]	CHST8
ENSG00000123416	tubulin, alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]	TUBA1B
ENSG00000070413	DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]	DGCR2
ENSG00000275080	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1 [Source:HGNC Symbol;Acc:HGNC:6329]	KIR2DL1
ENSG00000251470	asparagine synthetase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39400]	ASNSP4
ENSG00000229622	MT-ND5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:41919]	MTND5P2
ENSG00000141076	cirrhosis, autosomal recessive 1A (cirhin) [Source:HGNC Symbol;Acc:HGNC:1983]	CIRH1A
ENSG00000214653	heterogeneous nuclear ribonucleoprotein A3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39772]	HNRNPA3P3
ENSG00000143032	BarH-like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:954]	BARHL2
ENSG00000238114	lymphotoxin beta (TNF superfamily, member 3) [Source:HGNC Symbol;Acc:HGNC:6711]	LTB
ENSG00000163218	peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015]	PGLYRP4
ENSG00000056998	glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]	GYG2
ENSG00000170962	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	PDGFD
ENSG00000260731	keratin 8 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:33374]	KRT8P22
ENSG00000136161	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914]	RCBTB2
ENSG00000112246	single-minded family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]	SIM1
ENSG00000132554	regulator of G-protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]	RGS22
ENSG00000231904	major histocompatibility complex, class I, H (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4965]	HLA-H
ENSG00000187742	SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]	SECISBP2
ENSG00000177707	poliovirus receptor-related 3 [Source:HGNC Symbol;Acc:HGNC:17664]	PVRL3
ENSG00000102580	DnaJ (Hsp40) homolog, subfamily C, member 3 [Source:HGNC Symbol;Acc:HGNC:9439]	DNAJC3
ENSG00000230142	long intergenic non-protein coding RNA 1075 [Source:HGNC Symbol;Acc:HGNC:49118]	LINC01075
ENSG00000233118	ubiquitin-conjugating enzyme E2 variant 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:44893]	UBE2V1P8
ENSG00000164841	transmembrane protein 74 [Source:HGNC Symbol;Acc:HGNC:26409]	TMEM74
ENSG00000122574	WAS/WASL interacting protein family, member 3 [Source:HGNC Symbol;Acc:HGNC:22004]	WIPF3
ENSG00000215417	miR-17-92 cluster host gene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:23564]	MIR17HG
ENSG00000164440	taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617]	TXLNB
ENSG00000153976	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196]	HS3ST3A1
ENSG00000235588	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	AIF1
ENSG00000166509	C-type lectin domain family 3, member A [Source:HGNC Symbol;Acc:HGNC:2052]	CLEC3A
ENSG00000248913	prohibitin pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:39293]	PHBP14
ENSG00000171135	jagunal homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:26926]	JAGN1
ENSG00000268079	BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:49710]	BNIP3P30
ENSG00000139289	pleckstrin homology-like domain, family A, member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	PHLDA1
ENSG00000205581	high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]	HMGN1
ENSG00000188508	keratinocyte differentiation-associated protein [Source:HGNC Symbol;Acc:HGNC:16313]	KRTDAP
ENSG00000227611	long intergenic non-protein coding RNA 1074 [Source:HGNC Symbol;Acc:HGNC:49117]	LINC01074
ENSG00000244089	high mobility group box 1 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:39121]	HMGB1P30
ENSG00000157343	armadillo repeat containing 12 [Source:HGNC Symbol;Acc:HGNC:21099]	ARMC12
ENSG00000232497	adiponectin receptor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44910]	ADIPOR1P1
ENSG00000228623	zinc finger protein 883 [Source:HGNC Symbol;Acc:HGNC:27271]	ZNF883
ENSG00000212766	long intergenic non-protein coding RNA 277 [Source:HGNC Symbol;Acc:HGNC:26596]	LINC00277
ENSG00000133216	EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]	EPHB2
ENSG00000188765	thymosin beta 4, X-linked pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:11884]	TMSB4XP2
ENSG00000138246	DnaJ (Hsp40) homolog, subfamily C, member 13 [Source:HGNC Symbol;Acc:HGNC:30343]	DNAJC13
ENSG00000172167	MDM2 binding protein [Source:HGNC Symbol;Acc:HGNC:7417]	MTBP
ENSG00000037280	fms-related tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]	FLT4
ENSG00000118579	mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]	MED28
ENSG00000110031	leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]	LPXN
ENSG00000227195	MIR663A host gene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:27662]	MIR663AHG
ENSG00000170027	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma [Source:HGNC Symbol;Acc:HGNC:12852]	YWHAG
ENSG00000125966	matrix metallopeptidase 24 (membrane-inserted) [Source:HGNC Symbol;Acc:HGNC:7172]	MMP24
ENSG00000125046	ssu-2 homolog (C. elegans) [Source:HGNC Symbol;Acc:HGNC:24809]	SSUH2
ENSG00000228254	major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:HGNC:4945]	HLA-DQB2
ENSG00000258647	long intergenic non-protein coding RNA 930 [Source:HGNC Symbol;Acc:HGNC:48620]	LINC00930
ENSG00000253795	MT-ND1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42104]	MTND1P5
ENSG00000127191	TNF receptor-associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]	TRAF2
ENSG00000262102	dermatan sulfate epimerase-like [Source:HGNC Symbol;Acc:HGNC:18144]	DSEL
ENSG00000223794	cytochrome c oxidase subunit Vb pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39083]	COX5BP8
ENSG00000248543	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:45220]	NPM1P41
ENSG00000235525	ferritin, light polypeptide pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16547]	FTLP1
ENSG00000104951	interleukin 4 induced 1 [Source:HGNC Symbol;Acc:HGNC:19094]	IL4I1
ENSG00000001036	fucosidase, alpha-L- 2, plasma [Source:HGNC Symbol;Acc:HGNC:4008]	FUCA2
ENSG00000278212	MAFF interacting protein (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31102]	MAFIP
ENSG00000185897	free fatty acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:4499]	FFAR3
ENSG00000229636	keratin 8 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:33373]	KRT8P21
ENSG00000215165	transcription elongation factor A (SII), 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:30569]	TCEA1P3
ENSG00000256977	LIM and senescent cell antigen-like domains 3 [Source:HGNC Symbol;Acc:HGNC:30047]	LIMS3
ENSG00000102104	retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457]	RS1
ENSG00000198354	DDB1 and CUL4 associated factor 12-like 2 [Source:HGNC Symbol;Acc:HGNC:32950]	DCAF12L2
ENSG00000161813	La ribonucleoprotein domain family, member 4 [Source:HGNC Symbol;Acc:HGNC:24320]	LARP4
ENSG00000099889	armadillo repeat gene deleted in velocardiofacial syndrome [Source:HGNC Symbol;Acc:HGNC:728]	ARVCF
ENSG00000204842	ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]	ATXN2
ENSG00000160307	S100 calcium binding protein B [Source:HGNC Symbol;Acc:HGNC:10500]	S100B
ENSG00000258567	double homeobox 4 like 16 [Source:HGNC Symbol;Acc:HGNC:37719]	DUX4L16
ENSG00000139597	NEDD4 binding protein 2-like 1 [Source:HGNC Symbol;Acc:HGNC:25037]	N4BP2L1
ENSG00000119616	FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]	FCF1
ENSG00000130787	huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]	HIP1R
ENSG00000184986	transmembrane protein 121 [Source:HGNC Symbol;Acc:HGNC:20511]	TMEM121
ENSG00000005187	acyl-CoA synthetase medium-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	ACSM3
ENSG00000234121	glycoprotein M6B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38783]	GPM6BP3
ENSG00000142185	transient receptor potential cation channel, subfamily M, member 2 [Source:HGNC Symbol;Acc:HGNC:12339]	TRPM2
ENSG00000197081	insulin-like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]	IGF2R
ENSG00000237369	ubiquitin D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18796]	UBDP1
ENSG00000229215	major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]	HLA-A
ENSG00000129235	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]	TXNDC17
ENSG00000196507	transcription elongation factor A (SII)-like 3 [Source:HGNC Symbol;Acc:HGNC:28247]	TCEAL3
ENSG00000163449	transmembrane protein 169 [Source:HGNC Symbol;Acc:HGNC:25130]	TMEM169
ENSG00000183155	RAB interacting factor [Source:HGNC Symbol;Acc:HGNC:9797]	RABIF
ENSG00000259431	thiamine triphosphatase [Source:HGNC Symbol;Acc:HGNC:18987]	THTPA
ENSG00000225653	ring finger protein 19B pseudogene, Y-linked [Source:HGNC Symbol;Acc:HGNC:38398]	RNF19BPY
ENSG00000251322	SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]	SHANK3
ENSG00000253556	MT-CO1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:50350]	MTCO1P4
ENSG00000212866	heat shock 70kDa protein 1B [Source:HGNC Symbol;Acc:HGNC:5233]	HSPA1B
ENSG00000238227	chromosome 9 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:31009]	C9orf69
ENSG00000171790	schlafen-like 1 [Source:HGNC Symbol;Acc:HGNC:26313]	SLFNL1
ENSG00000233061	TTLL7 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:41486]	TTLL7-IT1
ENSG00000228090	chromosome 6 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:13937]	C6orf25
ENSG00000274950	ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]	RPS9
ENSG00000011009	lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]	LYPLA2
ENSG00000260883	vomeronasal 1 receptor 65 pseudogene [Source:HGNC Symbol;Acc:HGNC:37385]	VN1R65P
ENSG00000266036	microRNA 3615 [Source:HGNC Symbol;Acc:HGNC:38905]	MIR3615
ENSG00000074621	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:HGNC:10975]	SLC24A1
ENSG00000072310	sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]	SREBF1
ENSG00000165891	E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]	E2F7
ENSG00000262525	taste receptor, type 2, member 46 [Source:HGNC Symbol;Acc:HGNC:18877]	TAS2R46
ENSG00000147912	F-box protein 10 [Source:HGNC Symbol;Acc:HGNC:13589]	FBXO10
ENSG00000221947	XK, Kell blood group complex subunit-related family, member 9 [Source:HGNC Symbol;Acc:HGNC:20937]	XKR9
ENSG00000149654	cadherin 22, type 2 [Source:HGNC Symbol;Acc:HGNC:13251]	CDH22
ENSG00000232843	sorting nexin 18 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39610]	SNX18P2
ENSG00000109062	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]	SLC9A3R1
ENSG00000087116	ADAM metallopeptidase with thrombospondin type 1 motif, 2 [Source:HGNC Symbol;Acc:HGNC:218]	ADAMTS2
ENSG00000228034	high mobility group nucleosomal binding domain 2 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:39386]	HMGN2P21
ENSG00000105732	zinc finger protein 574 [Source:HGNC Symbol;Acc:HGNC:26166]	ZNF574
ENSG00000108010	glutaredoxin 3 [Source:HGNC Symbol;Acc:HGNC:15987]	GLRX3
ENSG00000076351	solute carrier family 46 (folate transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:30521]	SLC46A1
ENSG00000259154	double homeobox 4 like 17 [Source:HGNC Symbol;Acc:HGNC:37717]	DUX4L17
ENSG00000085224	alpha thalassemia/mental retardation syndrome X-linked [Source:HGNC Symbol;Acc:HGNC:886]	ATRX
ENSG00000254500	RAN, member RAS oncogene family pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39858]	RANP3
ENSG00000198498	translation machinery associated 16 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25638]	TMA16
ENSG00000232421	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	TUBB
ENSG00000228128	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]	DDAH2
ENSG00000232021	LEF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40339]	LEF1-AS1
ENSG00000186960	chromosome 14 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:19828]	C14orf23
ENSG00000172465	transcription elongation factor A (SII)-like 1 [Source:HGNC Symbol;Acc:HGNC:11616]	TCEAL1
ENSG00000108666	chromosome 17 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:30173]	C17orf75
ENSG00000173486	FK506 binding protein 2, 13kDa [Source:HGNC Symbol;Acc:HGNC:3718]	FKBP2
ENSG00000173706	heart development protein with EGF-like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]	HEG1
ENSG00000181754	adhesion molecule with Ig-like domain 1 [Source:HGNC Symbol;Acc:HGNC:20824]	AMIGO1
ENSG00000151929	BCL2-associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939]	BAG3
ENSG00000168658	von Willebrand factor A domain containing 3B [Source:HGNC Symbol;Acc:HGNC:28385]	VWA3B
ENSG00000105792	cilia and flagella associated protein 69 [Source:HGNC Symbol;Acc:HGNC:26107]	CFAP69
ENSG00000196511	thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]	TPK1
ENSG00000103510	K(lysine) acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]	KAT8
ENSG00000116698	SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]	SMG7
ENSG00000254377	MIR124-2 host gene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:48723]	MIR124-2HG
ENSG00000257820	mitochondrial ribosomal protein S6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:29782]	MRPS6P4
ENSG00000119689	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) [Source:HGNC Symbol;Acc:HGNC:2911]	DLST
ENSG00000166377	ATPase, class II, type 9B [Source:HGNC Symbol;Acc:HGNC:13541]	ATP9B
ENSG00000253977	MT-CO2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:50349]	MTCO2P4
ENSG00000259029	double homeobox 4 like 18 [Source:HGNC Symbol;Acc:HGNC:37716]	DUX4L18
ENSG00000206034	defensin, beta 109, pseudogene 1B [Source:HGNC Symbol;Acc:HGNC:33469]	DEFB109P1B
ENSG00000188488	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5 [Source:HGNC Symbol;Acc:HGNC:8723]	SERPINA5
ENSG00000095787	WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]	WAC
ENSG00000125741	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia) [Source:HGNC Symbol;Acc:HGNC:8142]	OPA3
ENSG00000162755	kelch domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28489]	KLHDC9
ENSG00000128165	adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]	ADM2
ENSG00000231390	sorting nexin 18 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39616]	SNX18P8
ENSG00000171848	ribonucleotide reductase M2 [Source:HGNC Symbol;Acc:HGNC:10452]	RRM2
ENSG00000233650	olfactory receptor, family 2, subfamily AD, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14749]	OR2AD1P
ENSG00000087128	transmembrane protease, serine 11E [Source:HGNC Symbol;Acc:HGNC:24465]	TMPRSS11E
ENSG00000146425	dynein, light chain, Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]	DYNLT1
ENSG00000166090	interleukin 25 [Source:HGNC Symbol;Acc:HGNC:13765]	IL25
ENSG00000230982	destrin (actin depolymerizing factor) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23769]	DSTNP1
ENSG00000175536	lipoyl(octanoyl) transferase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:37216]	LIPT2
ENSG00000122711	serine peptidase inhibitor, Kazal type 4 [Source:HGNC Symbol;Acc:HGNC:16646]	SPINK4
ENSG00000232091	pancreatic lipase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45264]	PNLIPP1
ENSG00000140548	zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352]	ZNF710
ENSG00000068400	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	GRIPAP1
ENSG00000144214	lysozyme G-like 1 [Source:HGNC Symbol;Acc:HGNC:27014]	LYG1
ENSG00000233496	SYNJ2 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:41387]	SYNJ2-IT1
ENSG00000175582	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]	RAB6A
ENSG00000138867	guanylyl cyclase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14237]	GUCD1
ENSG00000084754	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit [Source:HGNC Symbol;Acc:HGNC:4801]	HADHA
ENSG00000100142	polymerase (RNA) II (DNA directed) polypeptide F [Source:HGNC Symbol;Acc:HGNC:9193]	POLR2F
ENSG00000251436	nucleoporin like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44052]	NUPL1P1
ENSG00000261517	long intergenic non-protein coding RNA 558 [Source:HGNC Symbol;Acc:HGNC:43702]	LINC00558
ENSG00000161547	serine/arginine-rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]	SRSF2
ENSG00000157093	lysozyme-like 4 [Source:HGNC Symbol;Acc:HGNC:28387]	LYZL4
ENSG00000176153	glutathione peroxidase 2 (gastrointestinal) [Source:HGNC Symbol;Acc:HGNC:4554]	GPX2
